"Sex","Model_name","Parameter","rhat","ess_bulk"
"Female","m2_Biiliac.Stature.Eth","x[1]",1.00020833883499,8813.51295789701
"Female","m2_Biiliac.Stature.Eth","x[2]",1.00036892574202,12348.0179085114
"Female","m2_Biiliac.Stature.Eth","x[3]",1.00029722708493,10566.9733904603
"Female","m2_Biiliac.Stature.Eth","x[4]",1.00016947299111,10353.0836335295
"Female","m2_Biiliac.Stature.Eth","x[5]",1.00020232410459,11493.7091250927
"Female","m2_Biiliac.Stature.Eth","z[1]",1.00031577020997,11077.532249088
"Female","m2_Biiliac.Stature.Eth","z[2]",1.00020409776057,15404.101109747
"Female","m2_Biiliac.Stature.Eth","z[3]",1.0000654400573,15943.8794294194
"Female","m2_Biiliac.Stature.Eth","z[4]",1.00012886624272,13631.3675030974
"Female","m2_Biiliac.Stature.Eth","z[5]",1.00014723175828,17720.2130497989
"Female","m2_Biiliac.Stature.Eth","a",1.00042616033114,6730.51448944667
"Female","m2_Biiliac.Stature.Eth","d",1.0002492167479,16184.8696937856
"Female","m2_Biiliac.Stature.Eth","sigma_b",1.00091804883238,4809.84614418907
"Female","m2_Biiliac.Stature.Eth","sigma_y",0.999961031347612,6760.51460067336
"Female","m2_Biiliac.Stature.Eth","sigma",1.0006467587647,14403.6325896523
"Female","m2_Biiliac.Stature.Eth","y[1]",1.00039860948073,8846.48250320179
"Female","m2_Biiliac.Stature.Eth","y[2]",1.00006941952371,12196.8762684994
"Female","m2_Biiliac.Stature.Eth","y[3]",1.0001701331326,13080.818632704
"Female","m2_Biiliac.Stature.Eth","y[4]",1.00010895890046,11838.0367132716
"Female","m2_Biiliac.Stature.Eth","y[5]",1.00026680896542,16254.2419999106
"Female","m2_Biiliac.Stature.Eth","b[1]",1.00030574058859,7454.57690267765
"Female","m2_Biiliac.Stature.Eth","b[2]",1.00026728757398,10189.8437975369
"Female","m2_Biiliac.Stature.Eth","b[3]",1.00025497498064,9139.36465724488
"Female","m2_Biiliac.Stature.Eth","b[4]",1.00021427298321,8860.09365348878
"Female","m2_Biiliac.Stature.Eth","b[5]",0.999979812391437,9709.82580368899
"Female","m2_Biacrom.Stature.Eth","x[1]",1.00038989660077,10455.2985339328
"Female","m2_Biacrom.Stature.Eth","x[2]",1.00012584189282,13385.6054883377
"Female","m2_Biacrom.Stature.Eth","x[3]",1.00017515437789,10155.7900556516
"Female","m2_Biacrom.Stature.Eth","x[4]",1.00021177808356,10589.3124174344
"Female","m2_Biacrom.Stature.Eth","x[5]",1.00029738968899,12696.2613709757
"Female","m2_Biacrom.Stature.Eth","z[1]",1.00045758767688,9943.84825254092
"Female","m2_Biacrom.Stature.Eth","z[2]",1.00033156613161,10790.094489281
"Female","m2_Biacrom.Stature.Eth","z[3]",1.00011993221928,12266.0736938314
"Female","m2_Biacrom.Stature.Eth","z[4]",1.00013050651956,12030.387591171
"Female","m2_Biacrom.Stature.Eth","z[5]",1.00045390561008,15063.3349969617
"Female","m2_Biacrom.Stature.Eth","a",1.0003577923348,6531.18934308568
"Female","m2_Biacrom.Stature.Eth","d",1.00036179919509,14652.7821113898
"Female","m2_Biacrom.Stature.Eth","sigma_b",1.00102554842406,4234.10283841494
"Female","m2_Biacrom.Stature.Eth","sigma_y",1.00024060164074,4804.42644197975
"Female","m2_Biacrom.Stature.Eth","sigma",1.00005296752137,12599.8394477907
"Female","m2_Biacrom.Stature.Eth","y[1]",1.00001930685589,7889.2418389183
"Female","m2_Biacrom.Stature.Eth","y[2]",1.00014380188489,7334.17400814599
"Female","m2_Biacrom.Stature.Eth","y[3]",1.00027258507674,8080.3765089279
"Female","m2_Biacrom.Stature.Eth","y[4]",1.00001277244283,9851.62722825415
"Female","m2_Biacrom.Stature.Eth","y[5]",1.00019279089865,14775.2189785609
"Female","m2_Biacrom.Stature.Eth","b[1]",1.0006494097935,8205.20894768648
"Female","m2_Biacrom.Stature.Eth","b[2]",1.0003954453545,10935.2671942961
"Female","m2_Biacrom.Stature.Eth","b[3]",1.00061687746908,6666.80913874481
"Female","m2_Biacrom.Stature.Eth","b[4]",1.00046701537066,9116.28652575086
"Female","m2_Biacrom.Stature.Eth","b[5]",1.00038454665922,10584.6366367852
"Female","m2_Mass.Stature.Eth","x[1]",1.00073492661428,10683.2449404393
"Female","m2_Mass.Stature.Eth","x[2]",1.00008925779595,13271.0487684296
"Female","m2_Mass.Stature.Eth","x[3]",1.00021531231886,11662.321063099
"Female","m2_Mass.Stature.Eth","x[4]",1.0005155953652,11578.548849018
"Female","m2_Mass.Stature.Eth","x[5]",1.00014360105651,13321.9169830573
"Female","m2_Mass.Stature.Eth","z[1]",1.00006410090546,8751.34375573181
"Female","m2_Mass.Stature.Eth","z[2]",0.999981051287383,10340.0572478381
"Female","m2_Mass.Stature.Eth","z[3]",1.0003574501415,13644.1753864803
"Female","m2_Mass.Stature.Eth","z[4]",1.00003840216936,9102.9288130817
"Female","m2_Mass.Stature.Eth","z[5]",1.0001303836508,16998.6334838738
"Female","m2_Mass.Stature.Eth","a",1.00094818858293,6666.77978250872
"Female","m2_Mass.Stature.Eth","d",1.00096682283408,17374.1962579924
"Female","m2_Mass.Stature.Eth","sigma_b",1.00020757478008,4736.30670120858
"Female","m2_Mass.Stature.Eth","sigma_y",1.00121316092733,4847.32379467377
"Female","m2_Mass.Stature.Eth","sigma",1.00016142228932,13376.8117818631
"Female","m2_Mass.Stature.Eth","y[1]",1.00099276659621,7568.27770142843
"Female","m2_Mass.Stature.Eth","y[2]",1.00036118199211,7198.78584292199
"Female","m2_Mass.Stature.Eth","y[3]",1.00036613216141,12422.2900236238
"Female","m2_Mass.Stature.Eth","y[4]",1.00030536367881,7364.24857006737
"Female","m2_Mass.Stature.Eth","y[5]",1.00026718172713,15296.9422925902
"Female","m2_Mass.Stature.Eth","b[1]",1.0003802576395,9064.9575442595
"Female","m2_Mass.Stature.Eth","b[2]",1.00034011663967,11812.8460311798
"Female","m2_Mass.Stature.Eth","b[3]",1.00035684564719,8118.97407716933
"Female","m2_Mass.Stature.Eth","b[4]",1.00009103883028,8131.06992869335
"Female","m2_Mass.Stature.Eth","b[5]",1.00008372011077,11300.3697099229
"Female","m2_Triceps.Hrs_Total.Eth","x[1]",1.00069321800377,7102.45343828273
"Female","m2_Triceps.Hrs_Total.Eth","x[2]",1.00003374277585,8392.2694316738
"Female","m2_Triceps.Hrs_Total.Eth","x[3]",1.00043680054677,6735.02108127523
"Female","m2_Triceps.Hrs_Total.Eth","x[4]",1.00015175903831,6485.52868973908
"Female","m2_Triceps.Hrs_Total.Eth","x[5]",1.00015338692775,7435.76536652463
"Female","m2_Triceps.Hrs_Total.Eth","z[1]",1.00041099546407,10142.5731453591
"Female","m2_Triceps.Hrs_Total.Eth","z[2]",1.000296605612,12334.8428075151
"Female","m2_Triceps.Hrs_Total.Eth","z[3]",1.00037069806858,15320.7946845796
"Female","m2_Triceps.Hrs_Total.Eth","z[4]",1.00017845827808,10685.2531504044
"Female","m2_Triceps.Hrs_Total.Eth","z[5]",1.00004752760476,16139.0206185552
"Female","m2_Triceps.Hrs_Total.Eth","a",1.00047808968601,5877.21657547311
"Female","m2_Triceps.Hrs_Total.Eth","d",1.00025737500385,12595.244249211
"Female","m2_Triceps.Hrs_Total.Eth","sigma_b",1.00063908063316,4823.49498698013
"Female","m2_Triceps.Hrs_Total.Eth","sigma_y",1.00049850710591,5427.00747516809
"Female","m2_Triceps.Hrs_Total.Eth","sigma",1.00067697116675,13747.7328183342
"Female","m2_Triceps.Hrs_Total.Eth","y[1]",1.00009572300107,9503.58852067502
"Female","m2_Triceps.Hrs_Total.Eth","y[2]",1.00000740474009,11739.9918598282
"Female","m2_Triceps.Hrs_Total.Eth","y[3]",1.00039919640972,14361.2356922799
"Female","m2_Triceps.Hrs_Total.Eth","y[4]",1.00008886565844,8314.19106889451
"Female","m2_Triceps.Hrs_Total.Eth","y[5]",1.00008682366751,15917.9608736554
"Female","m2_Triceps.Hrs_Total.Eth","b[1]",1.0006195715863,6420.55849307947
"Female","m2_Triceps.Hrs_Total.Eth","b[2]",1.00050332674871,7497.36216791563
"Female","m2_Triceps.Hrs_Total.Eth","b[3]",1.00061684286802,6758.87998001389
"Female","m2_Triceps.Hrs_Total.Eth","b[4]",1.00026783184542,6296.74293649024
"Female","m2_Triceps.Hrs_Total.Eth","b[5]",1.00002022548179,6833.42870853935
"Female","m2_ForearmC.ForearmL.Eth","x[1]",1.00005948312663,6443.78627933427
"Female","m2_ForearmC.ForearmL.Eth","x[2]",1.00021546543508,7382.40773193138
"Female","m2_ForearmC.ForearmL.Eth","x[3]",1.00027558988262,6381.55883267135
"Female","m2_ForearmC.ForearmL.Eth","x[4]",1.0001993050253,6777.38221605732
"Female","m2_ForearmC.ForearmL.Eth","x[5]",1.00030697474983,6865.88081304049
"Female","m2_ForearmC.ForearmL.Eth","z[1]",1.00021998973776,10145.2344494388
"Female","m2_ForearmC.ForearmL.Eth","z[2]",1.00064842619117,11938.3436579801
"Female","m2_ForearmC.ForearmL.Eth","z[3]",0.999961621347403,14125.2372515409
"Female","m2_ForearmC.ForearmL.Eth","z[4]",1.00021415685473,10475.6474061765
"Female","m2_ForearmC.ForearmL.Eth","z[5]",1.0007666000983,16614.1777210099
"Female","m2_ForearmC.ForearmL.Eth","a",1.00089626933724,5571.48470320725
"Female","m2_ForearmC.ForearmL.Eth","d",1.00027251867797,14685.8890021642
"Female","m2_ForearmC.ForearmL.Eth","sigma_b",1.00065641213826,4518.33875197276
"Female","m2_ForearmC.ForearmL.Eth","sigma_y",1.00055850488269,5789.04809660713
"Female","m2_ForearmC.ForearmL.Eth","sigma",0.999970350762689,13380.5915931891
"Female","m2_ForearmC.ForearmL.Eth","y[1]",1.00038804170359,9330.07581356139
"Female","m2_ForearmC.ForearmL.Eth","y[2]",1.00019697463234,11232.0349353112
"Female","m2_ForearmC.ForearmL.Eth","y[3]",1.00021018585648,13732.7879170518
"Female","m2_ForearmC.ForearmL.Eth","y[4]",1.00034232949027,7339.99664791228
"Female","m2_ForearmC.ForearmL.Eth","y[5]",1.00106525103407,15547.697626758
"Female","m2_ForearmC.ForearmL.Eth","b[1]",1.00019067038999,6027.95948400805
"Female","m2_ForearmC.ForearmL.Eth","b[2]",1.00023485034144,6882.21781173852
"Female","m2_ForearmC.ForearmL.Eth","b[3]",1.0002101499821,6727.97927186104
"Female","m2_ForearmC.ForearmL.Eth","b[4]",1.00049871693318,6354.77315198787
"Female","m2_ForearmC.ForearmL.Eth","b[5]",1.00025012654469,6881.45227621431
"Female","m2_Tibia.Femur.Eth","x[1]",1.00000299098985,8430.34749270911
"Female","m2_Tibia.Femur.Eth","x[2]",1.00007168179941,10652.2939841825
"Female","m2_Tibia.Femur.Eth","x[3]",1.00037003980036,9170.81533137011
"Female","m2_Tibia.Femur.Eth","x[4]",1.00011392696584,8849.98627955179
"Female","m2_Tibia.Femur.Eth","x[5]",1.00000733059014,10055.0432763931
"Female","m2_Tibia.Femur.Eth","z[1]",1.00049440985111,9630.40708100071
"Female","m2_Tibia.Femur.Eth","z[2]",1.00051607763512,10712.2450671474
"Female","m2_Tibia.Femur.Eth","z[3]",1.00042553432952,12852.1845971505
"Female","m2_Tibia.Femur.Eth","z[4]",1.00033847476144,10768.7743679207
"Female","m2_Tibia.Femur.Eth","z[5]",1.0003674884531,15651.9575161769
"Female","m2_Tibia.Femur.Eth","a",1.00057989021922,6220.56105186027
"Female","m2_Tibia.Femur.Eth","d",0.99990966917363,15972.9747011439
"Female","m2_Tibia.Femur.Eth","sigma_b",1.00079756192139,4800.274643862
"Female","m2_Tibia.Femur.Eth","sigma_y",1.00112941133994,5182.31648017942
"Female","m2_Tibia.Femur.Eth","sigma",1.00020162260638,14082.1516998912
"Female","m2_Tibia.Femur.Eth","y[1]",1.00063326872681,7910.13087948999
"Female","m2_Tibia.Femur.Eth","y[2]",1.00052284030021,7873.90518603008
"Female","m2_Tibia.Femur.Eth","y[3]",1.0006282161115,12272.2122261252
"Female","m2_Tibia.Femur.Eth","y[4]",1.0001589611188,9587.72640365467
"Female","m2_Tibia.Femur.Eth","y[5]",1.00024989328712,15030.1192874722
"Female","m2_Tibia.Femur.Eth","b[1]",1.00008109593621,7684.14504846808
"Female","m2_Tibia.Femur.Eth","b[2]",1.00022710918719,9468.02267967086
"Female","m2_Tibia.Femur.Eth","b[3]",1.00061538101888,7847.11512219757
"Female","m2_Tibia.Femur.Eth","b[4]",1.00018795058393,7252.14148292113
"Female","m2_Tibia.Femur.Eth","b[5]",1.00011495533728,8974.71974975178
"Female","m2_Arm.Leg.Eth","x[1]",1.00021381090628,12898.4056905166
"Female","m2_Arm.Leg.Eth","x[2]",1.00120712980649,17318.3603629074
"Female","m2_Arm.Leg.Eth","x[3]",1.00005896685713,13818.7127301265
"Female","m2_Arm.Leg.Eth","x[4]",1.00087633474921,13985.6186392088
"Female","m2_Arm.Leg.Eth","x[5]",1.00036380851976,15442.1739638306
"Female","m2_Arm.Leg.Eth","z[1]",1.00011323565393,6596.39946814533
"Female","m2_Arm.Leg.Eth","z[2]",1.00018417153169,9033.69944539081
"Female","m2_Arm.Leg.Eth","z[3]",1.0007723475564,10805.1842861415
"Female","m2_Arm.Leg.Eth","z[4]",1.00010862874278,7803.79699169012
"Female","m2_Arm.Leg.Eth","z[5]",1.00003042376223,14378.3332265858
"Female","m2_Arm.Leg.Eth","a",1.00046480895555,5488.71612806621
"Female","m2_Arm.Leg.Eth","d",0.999936827430554,17789.4614126214
"Female","m2_Arm.Leg.Eth","sigma_b",1.00070718385499,6204.30538040698
"Female","m2_Arm.Leg.Eth","sigma_y",1.00099642549298,4845.60770566617
"Female","m2_Arm.Leg.Eth","sigma",1.0002272288862,14096.0533906458
"Female","m2_Arm.Leg.Eth","y[1]",1.00024349374427,5667.81595381005
"Female","m2_Arm.Leg.Eth","y[2]",1.00001629820086,7349.13978853613
"Female","m2_Arm.Leg.Eth","y[3]",1.0000059599164,8303.8191694985
"Female","m2_Arm.Leg.Eth","y[4]",1.00030085700331,6401.08319678522
"Female","m2_Arm.Leg.Eth","y[5]",0.999892877496717,13137.5778205194
"Female","m2_Arm.Leg.Eth","b[1]",1.00011657874391,10961.6106297282
"Female","m2_Arm.Leg.Eth","b[2]",1.00085777612453,15679.7662795801
"Female","m2_Arm.Leg.Eth","b[3]",1.00025503289807,12902.1760193061
"Female","m2_Arm.Leg.Eth","b[4]",1.00097891442436,12659.9937667268
"Female","m2_Arm.Leg.Eth","b[5]",1.00004786861702,14218.2869207328
"Female","m2_Humerus.Femur.Eth","x[1]",1.0003015379443,14913.5909774515
"Female","m2_Humerus.Femur.Eth","x[2]",1.00041942998173,17811.5394270937
"Female","m2_Humerus.Femur.Eth","x[3]",1.00059519052832,17510.0546474717
"Female","m2_Humerus.Femur.Eth","x[4]",1.00025418340701,17008.6668138768
"Female","m2_Humerus.Femur.Eth","x[5]",1.00064661677656,19740.16025667
"Female","m2_Humerus.Femur.Eth","z[1]",1.00024902734915,12455.3539223442
"Female","m2_Humerus.Femur.Eth","z[2]",1.00064986253163,16394.5312520447
"Female","m2_Humerus.Femur.Eth","z[3]",1.0001211242135,16827.5451916295
"Female","m2_Humerus.Femur.Eth","z[4]",1.00052639792984,15078.8836691332
"Female","m2_Humerus.Femur.Eth","z[5]",1.00023412553204,20958.8714466609
"Female","m2_Humerus.Femur.Eth","a",1.00022603811583,5652.77810528966
"Female","m2_Humerus.Femur.Eth","d",1.00018854131051,18497.0849176445
"Female","m2_Humerus.Femur.Eth","sigma_b",1.00017620304126,6681.0594563037
"Female","m2_Humerus.Femur.Eth","sigma_y",1.0005609589816,4907.46622768394
"Female","m2_Humerus.Femur.Eth","sigma",1.00041992302341,19687.6518749266
"Female","m2_Humerus.Femur.Eth","y[1]",1.00026054304835,5535.97030940384
"Female","m2_Humerus.Femur.Eth","y[2]",1.00029958491986,7836.22112733162
"Female","m2_Humerus.Femur.Eth","y[3]",1.00024133090912,10146.6451815813
"Female","m2_Humerus.Femur.Eth","y[4]",1.00018668679734,7283.30566034967
"Female","m2_Humerus.Femur.Eth","y[5]",1.00036220078307,13014.6806132064
"Female","m2_Humerus.Femur.Eth","b[1]",1.00007261747621,12410.3623902822
"Female","m2_Humerus.Femur.Eth","b[2]",1.00004235044453,15028.0394467233
"Female","m2_Humerus.Femur.Eth","b[3]",1.00053354302488,13996.6533890084
"Female","m2_Humerus.Femur.Eth","b[4]",1.00005864749489,13465.2779691696
"Female","m2_Humerus.Femur.Eth","b[5]",0.999956633366116,15985.1324489429
"Female","m2_ForearmL.Humerus.Eth","x[1]",1.00032488342557,11920.7290061941
"Female","m2_ForearmL.Humerus.Eth","x[2]",1.00041084719839,16288.4725381274
"Female","m2_ForearmL.Humerus.Eth","x[3]",1.00075128922018,10261.13032719
"Female","m2_ForearmL.Humerus.Eth","x[4]",1.0006189388976,14509.3125323445
"Female","m2_ForearmL.Humerus.Eth","x[5]",1.00025635903129,14977.693719664
"Female","m2_ForearmL.Humerus.Eth","z[1]",1.00047665003223,5225.94897279761
"Female","m2_ForearmL.Humerus.Eth","z[2]",1.00097855686975,6774.36433004734
"Female","m2_ForearmL.Humerus.Eth","z[3]",1.0005218536688,7585.8963579343
"Female","m2_ForearmL.Humerus.Eth","z[4]",1.00076212833561,5626.70540517288
"Female","m2_ForearmL.Humerus.Eth","z[5]",1.00021141215076,11101.8247720476
"Female","m2_ForearmL.Humerus.Eth","a",1.00116200373229,4152.5168869516
"Female","m2_ForearmL.Humerus.Eth","d",1.00036132298661,17596.4930972773
"Female","m2_ForearmL.Humerus.Eth","sigma_b",1.00018279359724,6198.87407637963
"Female","m2_ForearmL.Humerus.Eth","sigma_y",1.00040589631964,5165.4213037905
"Female","m2_ForearmL.Humerus.Eth","sigma",1.00031509922265,15490.3615879356
"Female","m2_ForearmL.Humerus.Eth","y[1]",1.00103095907636,4205.90913664005
"Female","m2_ForearmL.Humerus.Eth","y[2]",1.00105837295188,5927.02166912929
"Female","m2_ForearmL.Humerus.Eth","y[3]",1.00072042542813,6340.62393515326
"Female","m2_ForearmL.Humerus.Eth","y[4]",1.00115711276119,4457.75682481992
"Female","m2_ForearmL.Humerus.Eth","y[5]",1.00049555434762,9954.29676422781
"Female","m2_ForearmL.Humerus.Eth","b[1]",1.00031093442118,11798.6300659366
"Female","m2_ForearmL.Humerus.Eth","b[2]",0.999942021693555,15734.8025063608
"Female","m2_ForearmL.Humerus.Eth","b[3]",0.999948508163114,12431.7278499889
"Female","m2_ForearmL.Humerus.Eth","b[4]",1.00026678671053,14679.6308256427
"Female","m2_ForearmL.Humerus.Eth","b[5]",1.00031661285746,15311.2751241612
"Female","m2_Finger.HandLength.Eth","x[1]",1.00020610205442,9969.31956838009
"Female","m2_Finger.HandLength.Eth","x[2]",1.00007073272029,12733.7055049253
"Female","m2_Finger.HandLength.Eth","x[3]",1.00066962583122,10936.7159002565
"Female","m2_Finger.HandLength.Eth","x[4]",1.00032889866847,11890.2254072133
"Female","m2_Finger.HandLength.Eth","x[5]",1.00024936203947,11985.0399497812
"Female","m2_Finger.HandLength.Eth","z[1]",1.00025311596906,7237.00433415539
"Female","m2_Finger.HandLength.Eth","z[2]",0.999989543245375,8782.31214327326
"Female","m2_Finger.HandLength.Eth","z[3]",1.00002388227089,10534.5801873093
"Female","m2_Finger.HandLength.Eth","z[4]",1.00002170417429,8592.16200513966
"Female","m2_Finger.HandLength.Eth","z[5]",1.00024463001175,11690.9922354457
"Female","m2_Finger.HandLength.Eth","a",1.00102990123211,4174.32904689637
"Female","m2_Finger.HandLength.Eth","d",0.99998992442198,12371.010815239
"Female","m2_Finger.HandLength.Eth","sigma_b",0.99999630226723,5260.06963957638
"Female","m2_Finger.HandLength.Eth","sigma_y",1.00170849473621,3536.97076100428
"Female","m2_Finger.HandLength.Eth","sigma",1.00024941518523,9159.51576554533
"Female","m2_Finger.HandLength.Eth","y[1]",1.00173220081227,4488.11265255887
"Female","m2_Finger.HandLength.Eth","y[2]",1.00041200015062,4501.09571958409
"Female","m2_Finger.HandLength.Eth","y[3]",1.00075187864662,7847.96646855066
"Female","m2_Finger.HandLength.Eth","y[4]",1.00056841414414,5659.70765817784
"Female","m2_Finger.HandLength.Eth","y[5]",1.00089461797359,7022.03601282063
"Female","m2_Finger.HandLength.Eth","b[1]",1.00007852076533,8298.69138072804
"Female","m2_Finger.HandLength.Eth","b[2]",0.999964138348156,11412.5878558751
"Female","m2_Finger.HandLength.Eth","b[3]",1.00012877440219,8335.80484424244
"Female","m2_Finger.HandLength.Eth","b[4]",1.00055886508371,9648.54562506029
"Female","m2_Finger.HandLength.Eth","b[5]",1.00005968086168,9805.56246900287
"Female","m2_Biacrom.Biiliac.Eth","x[1]",1.00000417519365,6615.54421769051
"Female","m2_Biacrom.Biiliac.Eth","x[2]",0.999905949293453,9018.53112769249
"Female","m2_Biacrom.Biiliac.Eth","x[3]",1.00018058073726,7372.20321112745
"Female","m2_Biacrom.Biiliac.Eth","x[4]",1.00026070158019,7374.50384973357
"Female","m2_Biacrom.Biiliac.Eth","x[5]",1.00005017199428,8307.63916870883
"Female","m2_Biacrom.Biiliac.Eth","z[1]",1.00059492568648,9928.91358389896
"Female","m2_Biacrom.Biiliac.Eth","z[2]",1.00057379911794,8947.8353184569
"Female","m2_Biacrom.Biiliac.Eth","z[3]",1.00050612450719,11927.5944143829
"Female","m2_Biacrom.Biiliac.Eth","z[4]",1.00004520439122,9912.09920341387
"Female","m2_Biacrom.Biiliac.Eth","z[5]",1.00013954047452,14186.6818428079
"Female","m2_Biacrom.Biiliac.Eth","a",1.00021541461948,5848.78940202113
"Female","m2_Biacrom.Biiliac.Eth","d",0.999882345646967,14038.4169154503
"Female","m2_Biacrom.Biiliac.Eth","sigma_b",1.0003916368668,4520.08052320009
"Female","m2_Biacrom.Biiliac.Eth","sigma_y",1.00082739711603,4526.93257191615
"Female","m2_Biacrom.Biiliac.Eth","sigma",1.00012480495378,13366.8634329063
"Female","m2_Biacrom.Biiliac.Eth","y[1]",1.00047608088296,8416.65459977262
"Female","m2_Biacrom.Biiliac.Eth","y[2]",1.00063805797349,6171.54737171423
"Female","m2_Biacrom.Biiliac.Eth","y[3]",1.00026267207829,8671.15247773576
"Female","m2_Biacrom.Biiliac.Eth","y[4]",1.00056912949105,8653.52262201335
"Female","m2_Biacrom.Biiliac.Eth","y[5]",1.00014450455354,12875.9444062643
"Female","m2_Biacrom.Biiliac.Eth","b[1]",0.999970100629298,6669.47202305539
"Female","m2_Biacrom.Biiliac.Eth","b[2]",1.00020969751064,7968.81571360772
"Female","m2_Biacrom.Biiliac.Eth","b[3]",1.00015808377889,6924.89116266928
"Female","m2_Biacrom.Biiliac.Eth","b[4]",0.999969172537721,6720.72391365806
"Female","m2_Biacrom.Biiliac.Eth","b[5]",1.00002302588935,7380.76654234417
"Female","m2_ForearmC.Hrs_Total.Eth","x[1]",1.00036668051551,7008.02197535865
"Female","m2_ForearmC.Hrs_Total.Eth","x[2]",1.0003470352101,8623.89825562783
"Female","m2_ForearmC.Hrs_Total.Eth","x[3]",1.00026404294344,7222.73093246703
"Female","m2_ForearmC.Hrs_Total.Eth","x[4]",1.00011550311339,6677.29819678529
"Female","m2_ForearmC.Hrs_Total.Eth","x[5]",1.00031325482031,7273.60579876491
"Female","m2_ForearmC.Hrs_Total.Eth","z[1]",1.00046593955923,9485.25185180127
"Female","m2_ForearmC.Hrs_Total.Eth","z[2]",1.00026385742147,11202.2848786924
"Female","m2_ForearmC.Hrs_Total.Eth","z[3]",1.00033720316307,13071.5799366455
"Female","m2_ForearmC.Hrs_Total.Eth","z[4]",1.00053500078761,9716.50582212905
"Female","m2_ForearmC.Hrs_Total.Eth","z[5]",1.00009098598284,15289.0586395798
"Female","m2_ForearmC.Hrs_Total.Eth","a",1.00085064445776,5381.55200489195
"Female","m2_ForearmC.Hrs_Total.Eth","d",1.00015623779593,13026.9591326861
"Female","m2_ForearmC.Hrs_Total.Eth","sigma_b",1.00081885117584,4996.42144601614
"Female","m2_ForearmC.Hrs_Total.Eth","sigma_y",1.00093572529227,4378.41458638255
"Female","m2_ForearmC.Hrs_Total.Eth","sigma",1.00017630805877,13464.0089184397
"Female","m2_ForearmC.Hrs_Total.Eth","y[1]",1.00076688039085,7689.91054041143
"Female","m2_ForearmC.Hrs_Total.Eth","y[2]",1.00104432177127,7676.35515799943
"Female","m2_ForearmC.Hrs_Total.Eth","y[3]",1.00049200055301,13036.2952076579
"Female","m2_ForearmC.Hrs_Total.Eth","y[4]",1.00035922115276,7178.37300689388
"Female","m2_ForearmC.Hrs_Total.Eth","y[5]",1.00078593824572,14805.5911882848
"Female","m2_ForearmC.Hrs_Total.Eth","b[1]",1.00053969602853,6391.26203663008
"Female","m2_ForearmC.Hrs_Total.Eth","b[2]",1.00050225190799,7645.57367400535
"Female","m2_ForearmC.Hrs_Total.Eth","b[3]",1.00032296856608,6692.20809147133
"Female","m2_ForearmC.Hrs_Total.Eth","b[4]",1.00015208698786,6365.16807576122
"Female","m2_ForearmC.Hrs_Total.Eth","b[5]",1.00055599589343,7020.80926715569
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","x[1]",1.00003711829882,7456.72278264536
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","x[2]",1.00026063935802,8740.02277791722
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","x[3]",1.00021099144259,7103.57524561928
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","x[4]",1.00038814987403,7787.50510014602
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","x[5]",1.00021598427762,7563.23206409316
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","z[1]",1.00008325158094,10421.9231656056
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","z[2]",1.00067890711997,13318.4956292474
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","z[3]",1.00004647791441,14628.5050316048
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","z[4]",1.00077123033124,10503.5153270848
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","z[5]",0.999885552821743,16483.0633583061
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","a",1.00029075771734,6369.69277388784
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","d",0.99993379894915,15995.7611022407
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","e",0.999963428943115,13397.7795712675
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","sigma_b",1.00091042028667,4852.73092499418
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","sigma_y",1.00051886088595,5745.27649887963
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","sigma",1.00035786196441,12715.4021069018
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","y[1]",1.00053991047164,9591.03833131612
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","y[2]",1.00045458078858,11748.8665286291
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","y[3]",1.00033942986744,13669.9711093599
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","y[4]",1.00026550995751,7832.15445824299
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","y[5]",1.00017469902929,15328.1238285633
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","b[1]",0.999903391908126,6810.62436935816
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","b[2]",1.00017395871112,7523.12183109281
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","b[3]",1.0004902417164,7298.27463342199
"Female","m2_ForearmC.ForearmL.Hrs_Total.Eth","b[4]",1.00028750509807,7044.92801914778
