"Extraction_name","Model_name","Parameter1","Parameter1_index","Parameter2","Parameter2_index","Comparison_type","mean","sd","ci_lower_89","ci_upper_89","ci_lower_95","ci_upper_95","prob_positive","n_samples"
"m1_Biacrom.Stature___RunM","m1_Biacrom.Stature","b",2,NA,NA,"single",-0.301373862670896,0.170019099368558,-0.57359597075,-0.0292056488250001,-0.63401934225,0.03283482125,0.038125,16000
"m1_Biacrom.Stature.Eth___RunM","m1_Biacrom.Stature.Eth","b",2,NA,NA,"single",-0.299513224632721,0.164826075290325,-0.5640563201,-0.0363872935150002,-0.61947369975,0.0194739624999999,0.0333125,16000
"m1_Biacrom.Biiliac___RunM","m1_Biacrom.Biiliac","b",2,NA,NA,"single",-0.150073481703858,0.161430824367601,-0.40991550735,0.103139623399999,-0.464736364,0.1591401875,0.178875,16000
"m1_Biacrom.Biiliac.Eth___RunM","m1_Biacrom.Biiliac.Eth","b",2,NA,NA,"single",-0.156799267587282,0.158900954665748,-0.4092276007,0.0970607648349998,-0.461627408,0.15754922375,0.1629375,16000
"m1_Biacrom___ClimbM","m1_Biacrom","b",4,NA,NA,"single",-0.169821251052971,0.125710316168998,-0.3685103697,0.03187482633,-0.41601054825,0.0789390842,0.0888125,16000
"m1_Biacrom.Eth___ClimbM","m1_Biacrom.Eth","b",4,NA,NA,"single",-0.163286102936936,0.121870423981146,-0.35572695805,0.03280372141,-0.400931643,0.0774897938,0.08925,16000
"m1_Biacrom.Stature___ClimbM","m1_Biacrom.Stature","b",4,NA,NA,"single",-0.16809573092956,0.126406512083518,-0.36813926735,0.0345543178849998,-0.41325864925,0.081425904125,0.093125,16000
"m1_Biacrom.Stature.Eth___ClimbM","m1_Biacrom.Stature.Eth","b",4,NA,NA,"single",-0.158940911035081,0.125068594292215,-0.36004465475,0.0406673089899999,-0.403824712,0.082898438675,0.10175,16000
"m1_Biacrom.Biiliac___ClimbM","m1_Biacrom.Biiliac","b",4,NA,NA,"single",-0.11205915363427,0.1221712976271,-0.3067816042,0.0820503589899999,-0.345340872,0.12667903175,0.183,16000
"m1_Biacrom.Biiliac.Eth___ClimbM","m1_Biacrom.Biiliac.Eth","b",4,NA,NA,"single",-0.100783710093719,0.116805223641839,-0.2867228447,0.0852585886149998,-0.3289813225,0.12652606075,0.1981875,16000
"m1_Biacrom___RunF","m1_Biacrom","b",1,NA,NA,"single",-0.171337119841004,0.168395390829477,-0.4382913197,0.0982830869199999,-0.5036789085,0.158105152,0.1529375,16000
"m1_Biacrom.Eth___RunF","m1_Biacrom.Eth","b",1,NA,NA,"single",-0.138208188992874,0.165002419229459,-0.4000196286,0.1239682139,-0.45973721275,0.18803112475,0.19875,16000
"m1_Biacrom.Stature___RunF","m1_Biacrom.Stature","b",1,NA,NA,"single",-0.168342575286185,0.176571113001444,-0.44944784205,0.11611668185,-0.51453677675,0.18363752325,0.168625,16000
"m1_Biacrom.Stature.Eth___RunF","m1_Biacrom.Stature.Eth","b",1,NA,NA,"single",-0.113856899072705,0.175935398086096,-0.39395712315,0.16836492445,-0.45531925025,0.2260425305,0.2609375,16000
"m1_Biacrom.Biiliac___RunF","m1_Biacrom.Biiliac","b",1,NA,NA,"single",-0.108791892920625,0.163369713424764,-0.3695533448,0.15216399735,-0.426894117,0.21332776425,0.249125,16000
"m1_Biacrom.Biiliac.Eth___RunF","m1_Biacrom.Biiliac.Eth","b",1,NA,NA,"single",-0.0590700353658408,0.161505281766304,-0.3168627428,0.19984989675,-0.3775520895,0.2601118645,0.3554375,16000
"m1_Biacrom___ClimbF","m1_Biacrom","b",3,NA,NA,"single",-0.159267828120715,0.145347387721887,-0.3905812492,0.07163597471,-0.44055072175,0.127238248,0.1371875,16000
"m1_Biacrom.Eth___ClimbF","m1_Biacrom.Eth","b",3,NA,NA,"single",-0.0924650594830916,0.140371639674421,-0.31816514635,0.133817756049999,-0.369601812,0.18290551525,0.25525,16000
"m1_Biacrom.Stature___ClimbF","m1_Biacrom.Stature","b",3,NA,NA,"single",-0.156444281925205,0.147414419597663,-0.3896033904,0.0796000953399993,-0.44372027575,0.1350777145,0.144,16000
"m1_Biacrom.Stature.Eth___ClimbF","m1_Biacrom.Stature.Eth","b",3,NA,NA,"single",-0.0770559884235324,0.147259086480058,-0.3125268733,0.15749350655,-0.367359749,0.211441789,0.2981875,16000
"m1_Biacrom.Biiliac___ClimbF","m1_Biacrom.Biiliac","b",3,NA,NA,"single",-0.10669858004811,0.139464647182047,-0.3290879476,0.11567569935,-0.3807785315,0.167637167,0.2198125,16000
"m1_Biacrom.Biiliac.Eth___ClimbF","m1_Biacrom.Biiliac.Eth","b",3,NA,NA,"single",-0.0238831764592854,0.135288460208838,-0.2373646841,0.19355073065,-0.2841872325,0.2401285575,0.42875,16000
"m1_Biacrom___RunM.RunF","m1_Biacrom","b",2,"b",1,"difference",-0.133671882016333,0.234742257680799,-0.510449717215,0.238862977555,-0.596714445475,0.32376236945,0.286875,16000
"m1_Biacrom.Eth___RunM.RunF","m1_Biacrom.Eth","b",2,"b",1,"difference",-0.181504895514091,0.228084325997461,-0.54093914476,0.1795010137885,-0.626346057325,0.2624540475,0.2129375,16000
"m1_Biacrom.Stature___RunM.RunF","m1_Biacrom.Stature","b",2,"b",1,"difference",-0.133031287384711,0.236366024240727,-0.51153003425,0.244242135795,-0.6042859352275,0.33590859125,0.284375,16000
"m1_Biacrom.Stature.Eth___RunM.RunF","m1_Biacrom.Stature.Eth","b",2,"b",1,"difference",-0.185656325560016,0.231452112468158,-0.555961326112,0.18441638835,-0.634143189175,0.26850308785,0.2101875,16000
"m1_Biacrom.Biiliac___RunM.RunF","m1_Biacrom.Biiliac","b",2,"b",1,"difference",-0.0412815887832332,0.228109189924853,-0.40660024855,0.32121381798,-0.49277410651,0.406577276725,0.4288125,16000
"m1_Biacrom.Biiliac.Eth___RunM.RunF","m1_Biacrom.Biiliac.Eth","b",2,"b",1,"difference",-0.0977292322214411,0.224141912880484,-0.45347796188,0.26408554365,-0.5338557541,0.34324733015,0.3260625,16000
"m1_Biacrom___ClimbM.ClimbF","m1_Biacrom","b",4,"b",3,"difference",-0.0105534229322562,0.192729013946112,-0.31637112627,0.29656479448,-0.385151261725,0.36724687995,0.4793125,16000
"m1_Biacrom.Eth___ClimbM.ClimbF","m1_Biacrom.Eth","b",4,"b",3,"difference",-0.0708210434538445,0.18414376490463,-0.365711296845,0.2224682865305,-0.432645953,0.291380855775,0.3475625,16000
"m1_Biacrom.Stature___ClimbM.ClimbF","m1_Biacrom.Stature","b",4,"b",3,"difference",-0.0116514490043548,0.190972541946642,-0.317889772,0.293246929223,-0.38238947,0.3657239563,0.4766875,16000
"m1_Biacrom.Stature.Eth___ClimbM.ClimbF","m1_Biacrom.Stature.Eth","b",4,"b",3,"difference",-0.0818849226115488,0.189558583008148,-0.385832763305,0.220408789044,-0.4501990488825,0.2874768885,0.3344375,16000
"m1_Biacrom.Biiliac___ClimbM.ClimbF","m1_Biacrom.Biiliac","b",4,"b",3,"difference",-0.00536057358615979,0.184833676381575,-0.297691518015,0.290281753335,-0.36255310075,0.36085161395,0.4836875,16000
"m1_Biacrom.Biiliac.Eth___ClimbM.ClimbF","m1_Biacrom.Biiliac.Eth","b",4,"b",3,"difference",-0.0769005336344336,0.178894821159139,-0.36406170715,0.208646955605,-0.42784403255,0.27016685225,0.338375,16000
"m1_Biacrom___ClimbM.RunM","m1_Biacrom","b",4,"b",2,"difference",0.135187750804367,0.204443383701867,-0.191385594275,0.465039573355,-0.26281003675,0.53804308325,0.74675,16000
"m1_Biacrom.Eth___ClimbM.RunM","m1_Biacrom.Eth","b",4,"b",2,"difference",0.156426981570029,0.201575365517755,-0.16374125645,0.47813044483,-0.235862417225,0.55069716925,0.78075,16000
"m1_Biacrom.Stature___ClimbM.RunM","m1_Biacrom.Stature","b",4,"b",2,"difference",0.133278131741337,0.207724829618017,-0.19657476682,0.466674562235,-0.273132588975,0.53720059425,0.7406875,16000
"m1_Biacrom.Stature.Eth___ClimbM.RunM","m1_Biacrom.Stature.Eth","b",4,"b",2,"difference",0.14057231359764,0.204448650618114,-0.183274748076,0.46790881501,-0.258689880275,0.544425513675,0.7535625,16000
"m1_Biacrom.Biiliac___ClimbM.RunM","m1_Biacrom.Biiliac","b",4,"b",2,"difference",0.0380143280695885,0.199763621117488,-0.28017305125,0.353841520988,-0.3497962966,0.432182368725,0.5755,16000
"m1_Biacrom.Biiliac.Eth___ClimbM.RunM","m1_Biacrom.Biiliac.Eth","b",4,"b",2,"difference",0.056015557493563,0.194600648929698,-0.2526033715655,0.367454744785,-0.326156731675,0.432786750625,0.6138125,16000
"m1_Biacrom___ClimbF.RunF","m1_Biacrom","b",3,"b",1,"difference",0.0120692917202895,0.22314920161784,-0.343437646738,0.368101656105,-0.4219603904,0.4491118964,0.5213125,16000
"m1_Biacrom.Eth___ClimbF.RunF","m1_Biacrom.Eth","b",3,"b",1,"difference",0.0457431295097828,0.220394056696648,-0.30609639519,0.394376555,-0.388226430225,0.472372638,0.5840625,16000
"m1_Biacrom.Stature___ClimbF.RunF","m1_Biacrom.Stature","b",3,"b",1,"difference",0.0118982933609807,0.223786286327954,-0.34395930728,0.363772213335,-0.4269940633,0.455148197315,0.52275,16000
"m1_Biacrom.Stature.Eth___ClimbF.RunF","m1_Biacrom.Stature.Eth","b",3,"b",1,"difference",0.0368009106491727,0.221809051312762,-0.31433870249,0.38856014004,-0.391440190175,0.468987927675,0.5615625,16000
"m1_Biacrom.Biiliac___ClimbF.RunF","m1_Biacrom.Biiliac","b",3,"b",1,"difference",0.00209331287251504,0.216275312769558,-0.34367463035,0.345808023995,-0.4247944554,0.4261745157,0.5050625,16000
"m1_Biacrom.Biiliac.Eth___ClimbF.RunF","m1_Biacrom.Biiliac.Eth","b",3,"b",1,"difference",0.0351868589065554,0.208321161229804,-0.299213738835,0.367476153465,-0.36975078803,0.44152260025,0.5660625,16000
"m1_Mass___RunM","m1_Mass","b",2,NA,NA,"single",-0.585010466716875,0.124050484427253,-0.78593177975,-0.3850347357,-0.83206173975,-0.344480111,0,16000
"m1_Mass.Eth___RunM","m1_Mass.Eth","b",2,NA,NA,"single",-0.631861698586875,0.119623068549864,-0.82198725545,-0.4394243296,-0.86420917725,-0.39936651275,0,16000
"m1_Mass.Stature___RunM","m1_Mass.Stature","b",2,NA,NA,"single",-0.643762587415,0.13331223082359,-0.8568975846,-0.42960422335,-0.906598748,-0.38029967775,0,16000
"m1_Mass.Stature.Eth___RunM","m1_Mass.Stature.Eth","b",2,NA,NA,"single",-0.66760553365375,0.12867784822326,-0.8724811709,-0.46325039705,-0.91727852575,-0.41899577975,0,16000
"m1_Mass___ClimbM","m1_Mass","b",4,NA,NA,"single",-0.0640914748454007,0.143242117970579,-0.29404072305,0.1651911084,-0.3450908805,0.21646430125,0.3289375,16000
"m1_Mass.Eth___ClimbM","m1_Mass.Eth","b",4,NA,NA,"single",-0.0399010738350908,0.139417759607752,-0.2624408884,0.1834204304,-0.31353708075,0.23504360125,0.38525,16000
"m1_Mass.Stature___ClimbM","m1_Mass.Stature","b",4,NA,NA,"single",-0.13702548476856,0.151476995779725,-0.3786681433,0.1073539028,-0.43180168675,0.1629177895,0.177875,16000
"m1_Mass.Stature.Eth___ClimbM","m1_Mass.Stature.Eth","b",4,NA,NA,"single",-0.0914379535200675,0.149771790828329,-0.33037066955,0.1469115364,-0.38375411525,0.2054142235,0.2688125,16000
"m1_Mass___RunF","m1_Mass","b",1,NA,NA,"single",-0.390003866971987,0.140927950442067,-0.6135278287,-0.16627719595,-0.66492392775,-0.11445691625,0.003,16000
"m1_Mass.Eth___RunF","m1_Mass.Eth","b",1,NA,NA,"single",-0.393868713813094,0.134300724371109,-0.6105347596,-0.17810410675,-0.65490827025,-0.12961380425,0.0021875,16000
"m1_Mass.Stature___RunF","m1_Mass.Stature","b",1,NA,NA,"single",-0.441814460789394,0.14788436023163,-0.6794502123,-0.2057143864,-0.73372068825,-0.149464679,0.001875,16000
"m1_Mass.Stature.Eth___RunF","m1_Mass.Stature.Eth","b",1,NA,NA,"single",-0.426009741126635,0.143476283940646,-0.6513646504,-0.19613241705,-0.70569375925,-0.14025953075,0.0015,16000
"m1_Mass___ClimbF","m1_Mass","b",3,NA,NA,"single",-0.118099648196634,0.148074238036936,-0.3523120244,0.12006387345,-0.40688545325,0.17033545075,0.213125,16000
"m1_Mass.Eth___ClimbF","m1_Mass.Eth","b",3,NA,NA,"single",-0.101659111036709,0.143093917791364,-0.33297716545,0.1252045072,-0.3853627115,0.178627078,0.238625,16000
"m1_Mass.Stature___ClimbF","m1_Mass.Stature","b",3,NA,NA,"single",-0.176595562658133,0.156426583244944,-0.42719758765,0.075977508405,-0.4856461675,0.13228514475,0.126125,16000
"m1_Mass.Stature.Eth___ClimbF","m1_Mass.Stature.Eth","b",3,NA,NA,"single",-0.143103488305783,0.150073466977356,-0.37924595475,0.0966735352399999,-0.43498220925,0.15210355675,0.1706875,16000
"m1_Mass___RunM.RunF","m1_Mass","b",2,"b",1,"difference",-0.195006599744888,0.188129838927696,-0.4910630376,0.10468482145,-0.55914546975,0.176074434,0.15,16000
"m1_Mass.Eth___RunM.RunF","m1_Mass.Eth","b",2,"b",1,"difference",-0.237992984773781,0.178218397364283,-0.5214149964,0.0457300561499999,-0.5884523135,0.10774686575,0.0904375,16000
"m1_Mass.Stature___RunM.RunF","m1_Mass.Stature","b",2,"b",1,"difference",-0.201948126625606,0.19198312918099,-0.51155319845,0.10816407955,-0.57937049825,0.177502463,0.145625,16000
"m1_Mass.Stature.Eth___RunM.RunF","m1_Mass.Stature.Eth","b",2,"b",1,"difference",-0.241595792527115,0.184900664476979,-0.5380380303,0.0515715386499997,-0.60190315875,0.11610152325,0.098,16000
"m1_Mass___ClimbM.ClimbF","m1_Mass","b",4,"b",3,"difference",0.0540081733512334,0.203846185397139,-0.274968577905,0.382053859395,-0.34600716835,0.45603099195,0.604625,16000
"m1_Mass.Eth___ClimbM.ClimbF","m1_Mass.Eth","b",4,"b",3,"difference",0.0617580372016184,0.198710073627359,-0.255548647715,0.3769341501,-0.32619661325,0.44860012345,0.6216875,16000
"m1_Mass.Stature___ClimbM.ClimbF","m1_Mass.Stature","b",4,"b",3,"difference",0.0395700778895733,0.205490269890832,-0.288875050195,0.366369996315,-0.361968696225,0.447095692275,0.577125,16000
"m1_Mass.Stature.Eth___ClimbM.ClimbF","m1_Mass.Stature.Eth","b",4,"b",3,"difference",0.0516655347857154,0.197441410272064,-0.264386456135,0.36319400867,-0.3396133493,0.4379214385,0.6001875,16000
"m1_Mass___ClimbM.RunM","m1_Mass","b",4,"b",2,"difference",0.520918991871474,0.189497278110226,0.2222497168,0.82323129541,0.150112305,0.8905172021,0.9968125,16000
"m1_Mass.Eth___ClimbM.RunM","m1_Mass.Eth","b",4,"b",2,"difference",0.591960624751784,0.182924015781555,0.30275433815,0.887499059715,0.23386402975,0.950288451,0.999375,16000
"m1_Mass.Stature___ClimbM.RunM","m1_Mass.Stature","b",4,"b",2,"difference",0.506737102646441,0.191980221261785,0.2014640331,0.8149071627855,0.1293782935,0.8797788825,0.995625,16000
"m1_Mass.Stature.Eth___ClimbM.RunM","m1_Mass.Stature.Eth","b",4,"b",2,"difference",0.576167580133683,0.184885038606558,0.27941397545,0.872344304375,0.21432206175,0.93793945125,0.99925,16000
"m1_Mass___ClimbF.RunF","m1_Mass","b",3,"b",1,"difference",0.271904218775353,0.204737936741589,-0.0570725322,0.601198130565,-0.12738422125,0.67914751135,0.9061875,16000
"m1_Mass.Eth___ClimbF.RunF","m1_Mass.Eth","b",3,"b",1,"difference",0.292209602776385,0.194341752747201,-0.01787596745,0.60254379331,-0.089593514,0.67124382255,0.9353125,16000
"m1_Mass.Stature___ClimbF.RunF","m1_Mass.Stature","b",3,"b",1,"difference",0.265218898131261,0.207790650280438,-0.071763804,0.5970730871,-0.139285276,0.674925560065,0.89825,16000
"m1_Mass.Stature.Eth___ClimbF.RunF","m1_Mass.Stature.Eth","b",3,"b",1,"difference",0.282906252820852,0.198284849992187,-0.0339444824,0.6010303524,-0.10300162225,0.67140877175,0.9216875,16000
"m1_Triceps___RunM","m1_Triceps","b",2,NA,NA,"single",-0.484507268931969,0.12464091054637,-0.6843586695,-0.28447434965,-0.72794986725,-0.240828789,0.000125,16000
"m1_Triceps.Eth___RunM","m1_Triceps.Eth","b",2,NA,NA,"single",-0.502600683797437,0.121001923607973,-0.69542436845,-0.30647494085,-0.7376356655,-0.263138905,0,16000
"m1_Triceps.Hrs_Total___RunM","m1_Triceps.Hrs_Total","b",2,NA,NA,"single",-0.4152614147405,0.119813958897616,-0.6045967207,-0.2226545861,-0.6512293695,-0.18002516725,0.000375,16000
"m1_Triceps.Hrs_Total.Eth___RunM","m1_Triceps.Hrs_Total.Eth","b",2,NA,NA,"single",-0.436523625936469,0.118710523856293,-0.6271920962,-0.24838092885,-0.66957871225,-0.203302998,0.0001875,16000
"m1_Triceps___ClimbM","m1_Triceps","b",4,NA,NA,"single",-0.377082978946474,0.139869851067188,-0.60145924965,-0.15342975675,-0.65622841925,-0.1043662705,0.00325,16000
"m1_Triceps.Eth___ClimbM","m1_Triceps.Eth","b",4,NA,NA,"single",-0.318189382031151,0.137887323572112,-0.5372823447,-0.09987960743,-0.58759153125,-0.05172068435,0.011125,16000
"m1_Triceps.Hrs_Total___ClimbM","m1_Triceps.Hrs_Total","b",4,NA,NA,"single",-0.314125184375329,0.138045787114489,-0.5353051927,-0.0941610656600001,-0.58894889925,-0.042909515275,0.01075,16000
"m1_Triceps.Hrs_Total.Eth___ClimbM","m1_Triceps.Hrs_Total.Eth","b",4,NA,NA,"single",-0.268449795576005,0.137468994460585,-0.49187176515,-0.0499845506800001,-0.54093456575,-0.000859367374750018,0.024375,16000
"m1_Triceps___RunF","m1_Triceps","b",1,NA,NA,"single",-0.440981342677869,0.126043044358076,-0.6429533038,-0.24322975605,-0.686515931,-0.19562234375,0.000125,16000
"m1_Triceps.Eth___RunF","m1_Triceps.Eth","b",1,NA,NA,"single",-0.435702257228031,0.123278736860332,-0.63277331735,-0.2379215218,-0.67518449675,-0.192850469,0.0001875,16000
"m1_Triceps.Hrs_Total___RunF","m1_Triceps.Hrs_Total","b",1,NA,NA,"single",-0.382342690422822,0.122771683695244,-0.5768134337,-0.1875156935,-0.62306424575,-0.14441155425,0.001375,16000
"m1_Triceps.Hrs_Total.Eth___RunF","m1_Triceps.Hrs_Total.Eth","b",1,NA,NA,"single",-0.385076950953194,0.119800663902468,-0.57724312235,-0.19417957685,-0.62188969375,-0.149521374,0.0009375,16000
"m1_Triceps___ClimbF","m1_Triceps","b",3,NA,NA,"single",-0.261815476491258,0.171375268838661,-0.53491961815,0.0109167714899999,-0.59677533875,0.074322353825,0.061625,16000
"m1_Triceps.Eth___ClimbF","m1_Triceps.Eth","b",3,NA,NA,"single",-0.231831392228645,0.166546662701572,-0.49522437715,0.03745021187,-0.5559825335,0.096741479575,0.083875,16000
"m1_Triceps.Hrs_Total___ClimbF","m1_Triceps.Hrs_Total","b",3,NA,NA,"single",-0.212272011130862,0.167195313107999,-0.4838759427,0.05441267998,-0.542583882,0.113593028,0.100375,16000
"m1_Triceps.Hrs_Total.Eth___ClimbF","m1_Triceps.Hrs_Total.Eth","b",3,NA,NA,"single",-0.18732308007079,0.162553961204598,-0.44525156495,0.0740277937299999,-0.500081052,0.1331961995,0.124,16000
"m1_Triceps___RunM.RunF","m1_Triceps","b",2,"b",1,"difference",-0.0435259262541,0.17549880224275,-0.32091130095,0.2341026316,-0.387949168,0.29907050775,0.39725,16000
"m1_Triceps.Eth___RunM.RunF","m1_Triceps.Eth","b",2,"b",1,"difference",-0.0668984265694062,0.172148054445608,-0.34348693445,0.2083351199,-0.40387979025,0.27630340925,0.350875,16000
"m1_Triceps.Hrs_Total___RunM.RunF","m1_Triceps.Hrs_Total","b",2,"b",1,"difference",-0.0329187243176784,0.168965864704702,-0.3017395489,0.23485850275,-0.3640297035,0.29595132825,0.420875,16000
"m1_Triceps.Hrs_Total.Eth___RunM.RunF","m1_Triceps.Hrs_Total.Eth","b",2,"b",1,"difference",-0.051446674983275,0.166306152895184,-0.3164927784,0.2125044609,-0.378746106,0.2728415855,0.376875,16000
"m1_Triceps___ClimbM.ClimbF","m1_Triceps","b",4,"b",3,"difference",-0.115267502455216,0.220840410994536,-0.467477175985,0.237768973785,-0.5459005405,0.32153166475,0.301125,16000
"m1_Triceps.Eth___ClimbM.ClimbF","m1_Triceps.Eth","b",4,"b",3,"difference",-0.0863579898025062,0.213878088775901,-0.429347513915,0.25380425998,-0.503463065425,0.33030382975,0.3429375,16000
"m1_Triceps.Hrs_Total___ClimbM.ClimbF","m1_Triceps.Hrs_Total","b",4,"b",3,"difference",-0.101853173244467,0.21472958335694,-0.445733023495,0.24609012085,-0.523045449475,0.322737556,0.3168125,16000
"m1_Triceps.Hrs_Total.Eth___ClimbM.ClimbF","m1_Triceps.Hrs_Total.Eth","b",4,"b",3,"difference",-0.0811267155052151,0.210852843955303,-0.41470870143,0.25416579094,-0.4937416417,0.32937714125,0.3499375,16000
"m1_Triceps___ClimbM.RunM","m1_Triceps","b",4,"b",2,"difference",0.107424289985494,0.187923968287131,-0.19176330015,0.40962623365,-0.2547418325,0.4800208095,0.7165,16000
"m1_Triceps.Eth___ClimbM.RunM","m1_Triceps.Eth","b",4,"b",2,"difference",0.184411301766286,0.184872656255985,-0.11324092375,0.4794575955,-0.177488719,0.546464796375,0.83825,16000
"m1_Triceps.Hrs_Total___ClimbM.RunM","m1_Triceps.Hrs_Total","b",4,"b",2,"difference",0.101136230365171,0.182396060217062,-0.19045509075,0.3881488874,-0.2579605385,0.457237745225,0.713625,16000
"m1_Triceps.Hrs_Total.Eth___ClimbM.RunM","m1_Triceps.Hrs_Total.Eth","b",4,"b",2,"difference",0.168073830360464,0.179866945387215,-0.119971425775,0.4488864577,-0.1873781395,0.5137796913,0.8248125,16000
"m1_Triceps___ClimbF.RunF","m1_Triceps","b",3,"b",1,"difference",0.17916586618661,0.212042261073316,-0.15723224015,0.51862143343,-0.23493723825,0.5947495931,0.80375,16000
"m1_Triceps.Eth___ClimbF.RunF","m1_Triceps.Eth","b",3,"b",1,"difference",0.203870864999386,0.208631586452857,-0.1294664019,0.53773638402,-0.20902713975,0.614069241,0.8366875,16000
"m1_Triceps.Hrs_Total___ClimbF.RunF","m1_Triceps.Hrs_Total","b",3,"b",1,"difference",0.17007067929196,0.206057861327285,-0.15776850205,0.49768224767135,-0.235887529,0.5704219885,0.7933125,16000
"m1_Triceps.Hrs_Total.Eth___ClimbF.RunF","m1_Triceps.Hrs_Total.Eth","b",3,"b",1,"difference",0.197753870882404,0.203102408571001,-0.12338034095,0.526493383885,-0.202750876,0.604057304025,0.836875,16000
"m1_ForearmC___RunM","m1_ForearmC","b",2,NA,NA,"single",-0.506858043556913,0.133785695189718,-0.7175357343,-0.2954535441,-0.76939207575,-0.2476840105,0,16000
"m1_ForearmC.Eth___RunM","m1_ForearmC.Eth","b",2,NA,NA,"single",-0.518567447830187,0.12826307652001,-0.72214148535,-0.3141382637,-0.771089649,-0.2632894855,0,16000
"m1_ForearmC.ForearmL___RunM","m1_ForearmC.ForearmL","b",2,NA,NA,"single",-0.50568280214475,0.13410143180173,-0.7201563814,-0.29246614895,-0.7708514185,-0.24207005025,0.000125,16000
"m1_ForearmC.ForearmL.Eth___RunM","m1_ForearmC.ForearmL.Eth","b",2,NA,NA,"single",-0.517927071746,0.131530673911052,-0.72915798055,-0.3095968475,-0.77511507725,-0.25693930275,6.25e-05,16000
"m1_ForearmC.Hrs_Total___RunM","m1_ForearmC.Hrs_Total","b",2,NA,NA,"single",-0.525514765266069,0.126892659364026,-0.72592178095,-0.3221516099,-0.7748638465,-0.27850818125,6.25e-05,16000
"m1_ForearmC.Hrs_Total.Eth___RunM","m1_ForearmC.Hrs_Total.Eth","b",2,NA,NA,"single",-0.538982427705562,0.122366537400678,-0.7378286533,-0.34433798,-0.77979259775,-0.2990038175,0,16000
"m1_ForearmC.ForearmL.Hrs_Total___RunM","m1_ForearmC.ForearmL.Hrs_Total","b",2,NA,NA,"single",-0.535219875513438,0.128900792221697,-0.7418552229,-0.32848454325,-0.788181356,-0.28532126125,0,16000
"m1_ForearmC.ForearmL.Hrs_Total.Eth___RunM","m1_ForearmC.ForearmL.Hrs_Total.Eth","b",2,NA,NA,"single",-0.544499414318563,0.124684501961081,-0.74374595695,-0.3446205795,-0.79149533775,-0.3012135885,0,16000
"m1_ForearmC___ClimbM","m1_ForearmC","b",4,NA,NA,"single",0.214578090302331,0.150221048633759,-0.027139451575,0.4562771357,-0.079464732775,0.50884948625,0.9225625,16000
"m1_ForearmC.Eth___ClimbM","m1_ForearmC.Eth","b",4,NA,NA,"single",0.218377665353195,0.14293487378698,-0.011081936235,0.4483814524,-0.06482873385,0.502436,0.9364375,16000
"m1_ForearmC.ForearmL___ClimbM","m1_ForearmC.ForearmL","b",4,NA,NA,"single",0.214796898149551,0.149825405527564,-0.021906993845,0.4573091504,-0.07725084585,0.51240124275,0.9240625,16000
"m1_ForearmC.ForearmL.Eth___ClimbM","m1_ForearmC.ForearmL.Eth","b",4,NA,NA,"single",0.216417016292351,0.143513524050779,-0.011875872245,0.44734217155,-0.064375801,0.49612708025,0.93525,16000
"m1_ForearmC.Hrs_Total___ClimbM","m1_ForearmC.Hrs_Total","b",4,NA,NA,"single",0.158831788223024,0.138170441748351,-0.061459145775,0.3793958594,-0.112996638,0.4291943865,0.8734375,16000
"m1_ForearmC.Hrs_Total.Eth___ClimbM","m1_ForearmC.Hrs_Total.Eth","b",4,NA,NA,"single",0.162175561999393,0.137110094153928,-0.05831165861,0.38137356925,-0.105127235,0.4306112105,0.88225,16000
"m1_ForearmC.ForearmL.Hrs_Total___ClimbM","m1_ForearmC.ForearmL.Hrs_Total","b",4,NA,NA,"single",0.154514784712745,0.140186279447274,-0.067803451645,0.3779339571,-0.1182336885,0.427201693,0.8660625,16000
"m1_ForearmC.ForearmL.Hrs_Total.Eth___ClimbM","m1_ForearmC.ForearmL.Hrs_Total.Eth","b",4,NA,NA,"single",0.158741525956223,0.137443161818825,-0.06013334364,0.37857631845,-0.10979956125,0.43031513975,0.8743125,16000
"m1_ForearmC___RunF","m1_ForearmC","b",1,NA,NA,"single",-0.361462558760897,0.161746838026068,-0.61764831,-0.10372749185,-0.6789191925,-0.0448980128250001,0.01175,16000
"m1_ForearmC.Eth___RunF","m1_ForearmC.Eth","b",1,NA,NA,"single",-0.336886952714134,0.156050051017133,-0.58817111165,-0.0868842693650001,-0.6403502075,-0.032359940075,0.0143125,16000
"m1_ForearmC.ForearmL___RunF","m1_ForearmC.ForearmL","b",1,NA,NA,"single",-0.360382985190998,0.164302516423418,-0.6240623443,-0.1008051411,-0.68346363975,-0.037886263575,0.014625,16000
"m1_ForearmC.ForearmL.Eth___RunF","m1_ForearmC.ForearmL.Eth","b",1,NA,NA,"single",-0.338683688759437,0.162877723246558,-0.601049477,-0.07836976404,-0.65475909125,-0.0190832666250003,0.0194375,16000
"m1_ForearmC.Hrs_Total___RunF","m1_ForearmC.Hrs_Total","b",1,NA,NA,"single",-0.322112843451838,0.154745855866571,-0.56984158275,-0.07581680588,-0.63074410325,-0.0210575952750001,0.018,16000
"m1_ForearmC.Hrs_Total.Eth___RunF","m1_ForearmC.Hrs_Total.Eth","b",1,NA,NA,"single",-0.313453472145744,0.150107440982594,-0.5528375981,-0.074551677135,-0.60791657525,-0.019304454375,0.0190625,16000
